Text,True_Label,predicted_label,confusion_matrix_class
baleg kritik keseriusan ruu narkotika yasonna menyerah,0,0,True Positive
tes sederhana mengenal virus corona sepuluh detik,1,1,True Negative
foto masjid meledak sholat jumat jamaah meninggal dunia,1,1,True Negative
puan pdip pkb nikah cari pasangan cocok,0,0,True Positive
yahya staquf rais aam keberatan ketum pbnu,0,0,True Positive
bpkb masuk syarat pencairan bsu kementerian agama,1,1,True Negative
daftar panitia musra relawan jokowi eks bin mantan menteri,0,0,True Positive
formappi kunker dpr ekuador brasil dibatalkan,0,0,True Positive
ppp poros nasionalis religius pks tantang usung sosok nonparpol,0,0,True Positive
wacana duet puan anies berpotensi bubarkan dukungan relawan,0,0,True Positive
pengamat soroti momen reshuffle wapres ramai ketum parpol,0,0,True Positive
komisioner kpu buka suara pertemuan cak imin,0,0,True Positive
indonesia vs australia pecah indonesia lancarkan serangan garda terdepan australia,1,1,True Negative
palestina cristiano ronaldo sumbang rp miliar,1,0,False Positive
pembelaan raja agung sejagad plonga plongo pemimpin ndak raja,1,1,True Negative
muslim ughur islam,1,1,True Negative
partai ummat lolos verifikasi faktual pemilu ntt sulut,0,0,True Positive
surya paloh temui jokowi istana kemarin malam,0,0,True Positive
tokoh king maker pilpres jokowi sby,0,0,True Positive
prabowo ajari gibran berkuda hambalang,0,0,True Positive
puja puji jokowi muhammadiyah muktamar solo,0,0,True Positive
permen yupi mengandung babi,1,1,True Negative
ramai ramai kritik giring dangkal asbun cari sensasi,0,0,True Positive
demokrat kritik luhut ott kpk rakyat koruptor ditangkap,0,0,True Positive
ppp respons dasco kabar sandiaga gabung partai ka bah,0,0,True Positive
dpr pemerintah uang terapkan lockdown,0,0,True Positive
bangunkan saudaramu rakyattahukaliancurang,1,1,True Negative
jokowi panggil prabowo istana rahasiakan pembicaraan,0,0,True Positive
jokowi ngeluh kerap disalahkan gagal koalisi dituduh istana,0,0,True Positive
hillary ajudan ksad mkd anggota hak protokol,0,0,True Positive
hidrogen peroksida sembuhkan kanker digosokkan kulit,1,1,True Negative
mahasiswa bantuan kodam dampingi gelar unjuk,1,1,True Negative
kpu alamat kantor partai politik ditemukan,0,0,True Positive
rebutan rapat kantor kader golkar sulsel bentrok makassar,0,0,True Positive
muzani ingatkan sandi calon presiden gerindra prabowo,0,0,True Positive
pt pos indonesia bagikan subsidi pemerintah senilai rp juta,1,1,True Negative
nasdem vonis rizieq peringatan,0,0,True Positive
dpr rapat kemenlu bahas pengambilalihan fir singapura,0,0,True Positive
aplikasi pinjol menjamur cak imin kritik google apple,0,1,False Negative
jokowi kriteria presiden ri sadar keberagaman hindari gesekan,0,0,True Positive
survei smrc elektabilitas prabowo macet,0,0,True Positive
tukul arwana meninggal dunia,1,1,True Negative
simbol jari telunjuk jempol dukungan sadar kampret jokowi,1,1,True Negative
peluang lebur partai kib kir koalisi,0,0,True Positive
makan berdiri menyebabkan makanan langsung masuk usus,1,1,True Negative
giring pengurus psi dpp pan zulhas,0,0,True Positive
psi buka seleksi caleg dprd dki target orang daftar,0,0,True Positive
pdip sanksi dewan kolonel puan sesuai ad art partai,0,0,True Positive
isi pesan macros misionaris prancis muallaf ditawan teroris mali,1,1,True Negative
uang beli susu bayi diginiin,1,1,True Negative
bupati nduga diculik tni,1,1,True Negative
aboe bakar al habsy maaf mkd setop panggilan sayang,0,0,True Positive
imigran china sengaja membawa virus tujuannya membasmi rakyat,1,1,True Negative
pengecekan barang kw bandara paris,1,1,True Negative
hasto pdip jakarta banjir nasdem,0,0,True Positive
cak imin pkb gerindra bubar pilpres rawan,0,0,True Positive
pks buka peluang rujuk koalisi gerindra,0,0,True Positive
surat pencairan deposito nama bank indonesia,1,1,True Negative
pesan berantai tautan kuota belajar gb berlaku januari,1,1,True Negative
jokowi presiden terserah lanjutkan program,0,0,True Positive
caleg dpr calon presiden berijazah paket c,0,0,True Positive
sby temui surya paloh nasdem tower minggu malam,0,0,True Positive
gempa bumi malang telan ratusan koban jiwa,1,1,True Negative
andika perkasa jalani fit and proper test dpr,0,0,True Positive
kondisi remaja perempuan vaksinasi covid,1,1,True Negative
masinton kuak info korupsi cpo pendanaan isu penundaan pemilu,0,0,True Positive
politikus demokrat peran luhut perdana menteri,0,0,True Positive
video ufo jam diatas daerah tanah abang,1,1,True Negative
dpr nilai pernyataan polri gas air mata kanjuruhan lukai publik,0,0,True Positive
cak imin bertemu puan maharani besok,0,0,True Positive
penawaran mobil lelang direktorat jenderal keuangan negara ditjenkn cicilan whatsapp,1,1,True Negative
krisis ekonomi perancis disebabkan pemboikotan produk perancis,1,1,True Negative
gerindra sulsel ide duet prabowo cak imin tunduk patuh,0,0,True Positive
partai bintang ide nasionalis islam ala masyumi,0,0,True Positive
infografis kebiasaan merusak otak who,1,1,True Negative
jokowi ingatkan projo jelang ojo kesusu salah pilih,0,0,True Positive
tim demokrat nasdem pks bertemu rumah anies,0,0,True Positive
muhammadiyah ingatkan pejabat cari panggung pandemi,0,0,True Positive
viral video bandung malam berapi,1,1,True Negative
desmond buka peluang keluarkan ganja narkotika golongan i,0,1,False Negative
video ribuan ikan datangi pantai gaza,1,1,True Negative
pansus ikn sepakat pemerintahan kota berbentuk otorita,0,0,True Positive
megawati jokowi idaman alam alien pimpin beliau,1,0,False Positive
semangkin gawat indonesia banyaknya rumah sakit penerima vaksin palsu,1,1,True Negative
video dukungan jokowi periode,1,1,True Negative
hasto tegaskan pdip koalisi demokrat pks,0,0,True Positive
jokowi harap psi ikuti isu partai,0,0,True Positive
golkar buka kans duetkan airlangga andika perkasa pilpres,0,0,True Positive
surya paloh puan masuk radar capres nasdem,0,0,True Positive
video australia kaget indonesia ujicoba pesawat pengebom,1,1,True Negative
densus mengamankan terduga teroris bali,1,1,True Negative
foto anies piala juara corona,1,1,True Negative
smrc presidential threshold menyimpang presidensialisme,0,0,True Positive
kejadian galaxy mall surabaya,1,1,True Negative
pabrik narkoba digrebek tasikmalaya pelakunya cina,1,1,True Negative
bem si puas sikap jokowi demo april jalan,0,0,True Positive
nasdem anies etis kampanye bawaslu pengawas etik,0,0,True Positive
apdesi dukung jokowi periode pilih jaring nama capres,0,0,True Positive
anggota komisi viii dpr biaya haji turun,0,0,True Positive
cuci bersih kurma mengandung virus corona berasal kelelawar,1,1,True Negative
video kejadian angin kencang melanda merak banten,1,1,True Negative
gambar tangkapan layar artikel suara com berjudul daftar politisi pdip korupsi juliari batubara harun masiku ganjar pranowo,1,1,True Negative
ksal yudo margono jalani uji kelayakan didampingi dudung listyo,0,0,True Positive
waketum respons gus yahya alat politik nu pkb,0,0,True Positive
wapres cerita sedih hut ri kelompok anti pemerintah,0,0,True Positive
dpr rapat tertutup bareng kemenhan panglima bahas anggaran,0,0,True Positive
tercyduk mall istri sandi langsung kosongkan tas seharga juta,1,1,True Negative
desmond buka suara isu m taufik gerindra gabung nasdem,0,0,True Positive
gubernur sumut instruksikan masjid buka pintu selapang lapangnya orang ibadah,1,1,True Negative
dpr bsnp amanat undang undang sisdiknas,0,0,True Positive
zona hitam surabaya,1,1,True Negative
kondisi bocah polewali bergejala hepatitis akut membaik,0,1,False Negative
jokowi teken perpres otorita ikn persiapan hijrah kota,0,0,True Positive
cak imin gabung koalisi indonesia bersatu capresnya,0,0,True Positive
gambar wanita kabul –,1,1,True Negative
anies baswedan berkali kali salah sumpah jabatan,1,0,False Positive
foto istana dibangun eropa abad pertengahan,1,1,True Negative
komisi i dpr kunjungi rumah andika perkasa,0,0,True Positive
poin kesepakatan ketum parpol tolak usul pemilu tertutup pdip,0,0,True Positive
dpr nama calon panglima tni disetor november,0,0,True Positive
foto habis demo kumpul yuuu biang kerok demo kadrun,1,1,True Negative
pakar cyrus network anies capres,0,0,True Positive
kenakan sarung hijau sandiaga hadiri silaturahmi akbar ppp yogya,0,0,True Positive
indochina truk southern hauliers sebutan indonesia china,1,1,True Negative
akun twitter tommy soeharto,1,1,True Negative
sidang tahunan mpr dikawal polisi jokowi hadir,0,0,True Positive
pesan berantai donor darah gratis blood for life bfl indonesia,1,1,True Negative
foto lebaran indonesia,1,1,True Negative
sederet ketum parpol hadir kpu megawati prabowo absen,0,0,True Positive
program gebyar undian pt whatsapp indonesia,1,1,True Negative
partai dpr posisi kuat gugat syarat calon presiden,0,0,True Positive
dpr gelar uji kelayakan calon panglima tni yudo margono desember,0,0,True Positive
lsi denny ja kerusuhan sosial pemilu ditunda,0,0,True Positive
surya paloh respons jokowi nasdem usung anies capres,0,0,True Positive
demokrat yuslih ihza mahendra perkuat partai bangka belitung,0,0,True Positive
foto minuman kotoran domba kambing china,1,1,True Negative
lulung bela anies giring emang die siape ngaca,0,0,True Positive
bukti ilmiah minum air mineral gelas bermanfaat tubuh,1,1,True Negative
motivator jim rohn jokowi presiden terkelam dlm sejarah bangsa indonesia,1,1,True Negative
ngabalin respons demo istana hmi kayak rocky gerung,0,0,True Positive
hasto bantah seleksi capres pdip kantong bu mega,0,0,True Positive
pimpinan mpr tegaskan fraksi usul amendemen uud,0,0,True Positive
foto banner caleg pks bernama hendrayani bertuliskan santun peduli poligami,1,1,True Negative
foto as negara rasis,1,1,True Negative
bawa spanduk relawan nama ganjar muncul rakernas pan,0,0,True Positive
gangguan ginjal akut misterius anak disebabkan vaksin covid,1,1,True Negative
agenda nasdem bareng anies jabar janjikan hadiah umrah warga,0,0,True Positive
ganjar respons megawati sinyal dukung puan capres otoritas ketum,0,0,True Positive
pimpinan dpr komisi viii pantau polemik halal kemenag,0,0,True Positive
foto anak anak korban junta militer myanmar,1,1,True Negative
golkar pan nasdem boikot paripurna interpelasi formula e,0,0,True Positive
foto meleleh,1,1,True Negative
kapolres solok kota polri porsi terdepan teratas menjaga keamanan nasional,1,1,True Negative
presiden china mengumumkan virus corona epidemi memohon umat islam mendoakan china,1,1,True Negative
tulisan kh bisri musthofa dibalik kikir pelitnya pemerintah saudi arabia pemerintah indonesia,1,1,True Negative
kontainer surat suara dicoblos,1,1,True Negative
arteria persilakan masyarakat lapor mkd dpr bahasa sunda,0,0,True Positive
zulhas dilaporkan bawaslu bagikan minyakita promosi anak,0,0,True Positive
buruh tuntut pemerintah batalkan aturan turunan uu cipta kerja,0,0,True Positive
pks perketat wna masuk ri antisipasi varian corona,0,0,True Positive
bamsoet risma marah istirahat,0,1,False Negative
tb hasanuddin ingatkan arteria hati hati berucap arogan,0,0,True Positive
sby turun gunung cegah kecurangan pemilu pdip sentil isu,0,0,True Positive
mandek koalisi gerindra pkb dipicu niat nyapres prabowo cak imin,0,0,True Positive
alkohol membunuh coronavirus covid,1,1,True Negative
akun bivitri diretas demokrat pks desak pemerintah serius bersikap,0,0,True Positive
romahurmuziy ppp kuterima pinangan bismillah,0,0,True Positive
pan sepakat pakai nomor urut pemilu istikamah nomor,0,0,True Positive
jokowi ingatkan bahaya sengketa lahan orang pedang pedangan,0,0,True Positive
hasto pdip mengaku bicara kans koalisi jumpa sekjen pan,0,0,True Positive
video eksperimen pencampuran gula garam air salju,1,1,True Negative
indonesia lolos semifinal aff u,1,1,True Negative
akun facebook bupati bogor ade yasin,1,1,True Negative
foto subehanallah penampakan malaikat orang sholat masjid nabawi,1,1,True Negative
dukun meninggal covid menghirup napas pasien covid,1,1,True Negative
telegram panglima tni demokrat khawatir atasan lindungi bawahan,0,0,True Positive
dicopot wakil dprd dki taufik gerinda doa anies presiden,0,0,True Positive
elite pkb gerindra pertimbangkan deklarasi koalisi ikn nusantara,0,0,True Positive
kominfo blokir game online,1,1,True Negative
futri zulya anak zulhas dikampanyekan minyak goreng,0,1,False Negative
foto anak korban penculikan gorontalo,1,1,True Negative
muhadjir soroti kritisi demokrasi masyarakat sipil,0,0,True Positive
majelis rakyat papua pemekaran wilayah mesiu,0,0,True Positive
bem ui seret fadjroel rachman jokowi king of lip service,0,0,True Positive
akun whatsapp bupati limapuluh kota safaruddin dt bandaro,1,1,True Negative
korban dijadikan tersangka mantan suami berhasil memenjarakan norma risma artis murka,1,1,True Negative
survei capres pililhan nu prabowo erick thohir yenny wahid,0,0,True Positive
rian ernest psi anti formula e,0,0,True Positive
video garam dapur mengandung serpihan kaca,1,1,True Negative
sehari rapid test covid santri kudus santri sadarkan,1,1,True Negative
golkar kader tersangka korupsi terkait partai,0,0,True Positive
jokowi mengembalikan ahok balai kota dki,1,0,False Positive
alasan jokowi terbitkan perppu cipta kerja gugurkan putusan mk,0,0,True Positive
kemendagri respons wacana jabatan anies dkk diperpanjang,0,0,True Positive
effendi simbolon maaf prajurit ksad panglima tni,0,0,True Positive
dahnil alasan gerindra kukuh usung prabowo capres,0,0,True Positive
nasa mesin pembuat awan hujan buatan,1,1,True Negative
tito tegaskan pemilu digelar februari agenda,0,0,True Positive
gereja dibakar protes black lives matter kenosha wisconsin,1,1,True Negative
dprd dki bentuk pansus pendidikan sekolah negeri swasta,0,0,True Positive
prabowo pamer foto lawas bareng jokowi gerindra buka suara,0,0,True Positive
bima arya pan anggap ganjar ridwan kamil melengkapi,0,0,True Positive
artificial clouds generation system false artificial clouds generation system,1,1,True Negative
said aqil pkb nu nu pkb,0,0,True Positive
nasdem rumah diributkan wanda hamidah hukum japto,0,0,True Positive
jubir zulfan bohong pesan surya paloh prabowo,0,0,True Positive
sandi respons survei pws menteri layak capres nomor,0,0,True Positive
bank bca bantu nasabah kena tipu belanja online,1,1,True Negative
keluarga mayit menutup tulisan tauhid persekusi banser,1,1,True Negative
kode batik hijau sandiaga uno rayuan capres ppp makassar,0,0,True Positive
said aqil periode terserah parpol,0,0,True Positive
marak aktivis ditangkap ketidakpuasan demokrasi meningkat,0,0,True Positive
ahmad riza patria tegaskan m taufik gerindra,0,0,True Positive
pks sentil megawati kritik emak emak suka menggoreng hak warga,0,0,True Positive
pks kritik jokowi naikkan harga bbm dengar masukan masyarakat,0,0,True Positive
ronaldo sumbang juta dolar palestina buka puasa ramadhan jual sepatu emas,1,1,True Negative
lupa besok aturan facebook foto lupa batas,1,1,True Negative
partai ummat besutan amien rais pemilu syarat,0,0,True Positive
pdip ahy rakyat happy era jokowi ketimbang sby keki,0,0,True Positive
ayu dewi hadiah senilai rp juta tiktok,1,1,True Negative
dinkes bantul keluarkan surat penutupan kyku production sablon,1,1,True Negative
solidkan barisan pdip jateng internalisasi semangat juang karno,0,0,True Positive
prabowo anies diramal pecah kongsi pilpres,0,0,True Positive
puan janji libatkan publik bahas perppu cipta kerja,0,0,True Positive
who vaksin sinovac vaksin lemah,1,1,True Negative
hasto pdip sby jegal koalisi pdip ppp pilpres,0,0,True Positive
venna melinda meninggal dunia,1,1,True Negative
video italian millionaire terjun bagunan keluarga nya kena virus corona,1,1,True Negative
jokowi dikabarkan lantik hadi tjahjanto menteri atr zulhas mendag,0,0,True Positive
wapres ma ruf amin respons santri tewas gontor,0,1,False Negative
mahfud jokowi nama menpan rb pengganti tjahjo kumolo,0,0,True Positive
akun instagram giring ganesha hilang,0,1,False Negative
vaksin covid menurunkan fertilitas pria,1,1,True Negative
indonesia perang australia,1,1,True Negative
alergi digigit tomcat sejenis seranga,1,1,True Negative
video australia keok gak hadapi indonesia bantuan iran,1,1,True Negative
vaksin berbasis mrna menyebabkan kanker,1,1,True Negative
adian pdip sentil keras sby takut bayangan,0,0,True Positive
cuitan menteri negeri india menawarkan sri lanka negara india,1,1,True Negative
pdip pajang foto hoegeng sekolah partai cocok diteladani kader,0,0,True Positive
rajin wudhu aman virus,1,1,True Negative
surat pemberitahuan pengangkatan pns tes honorer,1,1,True Negative
nurdin menpora jatah golkar kabinet berkurang,0,0,True Positive
foto istri wakil presiden ukraina perang bela negara,1,1,True Negative
walikota solo mengeluarkan perda tawarkan rp juta warganya berhenti merokok,1,1,True Negative
pakar jokowi batalkan pencopotan hakim mk aswanto,0,0,True Positive
akun instagram karir pt telkom indonesia official telkomindonesia,1,1,True Negative
surat pemberitahuan pemadaman listrik wilayah bogor pln,1,1,True Negative
pa ajakan pilih prabowo keputusan dukung capres,0,0,True Positive
anies teken kontrak al khathath,1,1,True Negative
foto presiden jokowi narasi mengakui marahnya teks,1,1,True Negative
demokrat anies capres hadirkan poros alternatif,0,0,True Positive
zodiak nasa ophiuchus november – desember,1,1,True Negative
partai buruh bantah terlibat dugaan manipulasi data parpol kpu,0,0,True Positive
kepolisian menyadap handphone imei,1,1,True Negative
anies jenderal andika masuk radar capres usulan nasdem,0,0,True Positive
surya paloh megawati miskomunikasi,0,0,True Positive
ahy uu ciptaker putusan mk sejalan demokrat,0,0,True Positive
cek asam urat normal menekuk jari menyentuh telapak tangan,1,1,True Negative
anies baswedan mengendarai mobil peti mati,1,1,True Negative
foto uya kuya menghipnotis wapres maruf amin,1,1,True Negative
charge card mengisi baterai smartphone cepat,1,1,True Negative
mahasiswa aksi tolak kenaikan bbm pukuli sm aparat,1,1,True Negative
foto kebakaran merenggut korban jiwa pesantren alquran kota monrovia liberia,1,1,True Negative
pkb presidential threshold maksimal persen,0,0,True Positive
paripurna calon panglima tni yudo dihadiri fisik anggota dpr,0,0,True Positive
video shalat berjamaah piala dunia qatar,1,1,True Negative
pesan whatsapp penawaran hadiah shopee rp,1,1,True Negative
bharada e divonis bebas ketua hakim,1,0,False Positive
jaman sibelegug keliatan banget asalan,1,1,True Negative
ketua mpr jokowi dukung amendemen terbatas uud,0,0,True Positive
pdip ungkit alasan jokowi reshuffle menteri nasdem,0,0,True Positive
juta orang cina memeluk agama islam selelah terbukti epidemi corona tdk menyerang umat islam,1,1,True Negative
tanaman berbuah telur ayam,1,1,True Negative
pembangunan proyek jalan tol semarang mesjid robohkan,1,1,True Negative
kenaikan pertalite pertaruhan suara cilik,0,1,False Negative
artikel wanita viral uang juta balkon dulunya kasir mall,1,1,True Negative
tsamara amany buka suara cap kadrun antek yaman psi,0,0,True Positive
pdip anggap tindakan harvey malaiholo nonton porno kesalahan manusiawi,0,0,True Positive
pengamat kandidat ksad berpeluang,0,0,True Positive
dpr uji kelayakan calon bpk penuhi syarat,0,0,True Positive
video atlet angkat beban cedera olimpiade tokyo,1,1,True Negative
kosong kursi menpan rb diisi azwar anas,0,0,True Positive
twit felix siauw membela kelepon nggak dalilnya,1,1,True Negative
yusuf mansur caleg perindo politik lapangan ibadah,0,0,True Positive
bayi minum kopi cegah kejang,1,1,True Negative
kas negara kosong,1,1,True Negative
foto massa tumpah ruah mengepung gedung dpr terkait ruu hip,1,1,True Negative
foto sri mulyani berjilbab kode pilkada tagihan jatuh tempo,1,1,True Negative
prabowo sowan ulama kiai sepuh jatim restu pilpres,0,0,True Positive
gempa malang selatan,1,1,True Negative
virus corona apartemen taman anggrek,1,1,True Negative
muhammadiyah sindir politikus predator rakyat,0,0,True Positive
walhi lembaga khusus tangani kejahatan lingkungan hidup,0,0,True Positive
masuk bursa capres nasdem anies tersenyum acungkan jempol,0,0,True Positive
pemkot pekanbaru riau menarik vaksin covid keampuhan vaksin tarik ulur,1,1,True Negative
rkuhp terbaru hina dpr polri dipenjara,0,0,True Positive
video bela indonesia jerman surati australia menyerah ukraina,1,1,True Negative
anies cawapres proses buru buru,0,0,True Positive
bapenda sulsel mengklarifikasi pemutihan pajak kendaraan,1,0,False Positive
video ribuan jamaah masker sambut kedatangan ustadz abdul somad pandemi covid,1,1,True Negative
dprd dki usul rp m bentuk program kunjungan dapil setahun,0,0,True Positive
nasdem nilai roasting mamat alkatiri brigitta lewati batas wajar,0,0,True Positive
elite pkb cak imin prabowo mengalah cawapres,0,0,True Positive
pernyataan jokowi ekonomi indonesia terjun bebas utang,1,0,False Positive
rafi ahmad dikabarkan meninggal kecelakaan pulang syuting,1,1,True Negative
cak imin prabowo pkb anak kandung nu,0,0,True Positive
foto hatiada bakso tikus,1,1,True Negative
sembuh menhub budi karya dinyatakan positif covid,1,1,True Negative
pks hotel isolasi dpr pertimbangkan empati rakyat,0,0,True Positive
sejarawan keppres maret soeharto buku sejarah,0,0,True Positive
jokowi pandemi api membakar menerangi,0,1,False Negative
karna mati kena corona,1,1,True Negative
politikus golkar usulkan pembubaran kementerian bumn,0,0,True Positive
struk tol klaim asuransi fasilitas derek gratis,1,1,True Negative
kemendagri buka suara ancaman lukas enembe lapor jokowi,0,0,True Positive
kapolri pejabat setop politik identitas pilpres,0,0,True Positive
gerindra venue formula e jakarta diputuskan november,0,0,True Positive
bebas acungkan jari,1,1,True Negative
akun facebook wakil bupati asahan taufik zainal abidin,1,1,True Negative
jokowi korupsi triliun wabah corona,1,0,False Positive
tips kesehatan membuang batu empedu,1,1,True Negative
got nyungsep segitunya,1,1,True Negative
jokowi maaf warga papua hadir peparnas,0,0,True Positive
ketum parpol kib dinner bareng restoran menteng malam,0,0,True Positive
polisi data mahasiswa pendemo tertangkap perusahaan,1,1,True Negative
rizieq shihab dikabarkan pencuci piring arab saudi,1,1,True Negative
video emak emak labrak gudang kpu jombang jatim,1,1,True Negative
izin dicabut anies pilih kehangatan warga aceh,0,1,False Negative
lift kerap bermasalah sekjen dpr buka suara,0,0,True Positive
alasan benny rhamdani izin tempur jokowi,0,0,True Positive
bugil pecat,1,1,True Negative
pkb tanggapi pbnu berhak menikmati mars abad nu,0,0,True Positive
pasien kanker melemparkan uang koridor rumah sakit,1,1,True Negative
sms sido muncul bagikan hadiah uang tunai rp juta,1,1,True Negative
pemberitahuan pemenang undian bank bri,1,1,True Negative
video puing puing roket china jatuh samudra hindia maldives,1,1,True Negative
aamir khan mendonasikan kg tepung rupee warga membutuhkan lockdown,1,1,True Negative
bawaslu ribu identitas warga dicatut parpol sipol,0,0,True Positive
eks politikus demokrat ferdinand hutahaean muncul hut gerindra,0,0,True Positive
simulasi capres ganjar rk ungguli prabowo puan anies ahy,0,0,True Positive
golkar dukung usul pemerintah pemilu digelar mei,0,0,True Positive
temui gibran airlangga salurkan bantuan beratribut golkar,0,0,True Positive
amien rais desak jokowi tolak jabatan diperpanjang,0,0,True Positive
video gempa cianjur,1,1,True Negative
nasdem respons rizieq ri darurat kebohongan berjuang,0,0,True Positive
dpr pertimbangkan tunda pemekaran wilayah papua,0,0,True Positive
pakar jokowi gula politik ditinggal pemilu,0,0,True Positive
gubernur sumut instruksikan masjid buka pintu selapang lapangnya orang ibadah,1,1,True Negative
lowongan kerja pamsuska pt kai,1,1,True Negative
juara yg sok nkri acungkan syal bendera lgbt,1,1,True Negative
video gedung moonton kebarakan mobile legend ditutup,1,1,True Negative
menteri jokowi wajib mundur nyapres pilpres,0,0,True Positive
gatot nurmantyo gaji rp juta jiwa indonesia presiden,1,0,False Positive
buni yani bawaslu adil proses gugatan partai ummat kpu,0,0,True Positive
wacana duet mega prabowo gerindra bahas,0,0,True Positive
ribuan burung pipit gianyar mati chemtrail,1,1,True Negative
demokrat habis habisan perjuangkan ahy cawapres anies,0,0,True Positive
pdip bela ketua kpu lempar peluang pileg proporsional tertutup,0,0,True Positive
bioskop xxi dibuka penonton wajib studio jeda menit hirup udara segar,1,1,True Negative
walkot makassar calon pemimpin ikn keputusan presiden,0,0,True Positive
anak cina uang pecahan rp niat cinanisasi nkri,1,1,True Negative
gerindra persoalkan status mantan napi ferdinand hutahaean,0,0,True Positive
akun facebook kapolresta malang budi hermanto,1,1,True Negative
lantunan bacaan al quran anak papua,1,1,True Negative
puan maharani bintang bersinar pdip,0,0,True Positive
video vladimir putin tertawa menyebut trump pecundang,1,1,True Negative
mega ancam pecat kader pdip interupsi sby,0,0,True Positive
akun whatsapp wakil bupati lampung selatan pandu kesuma dewangsa,1,1,True Negative
luhut duduk bareng rocky gerung hebat kritik presiden,0,0,True Positive
gejolak ppp jelang pemilu kantor didemo suharso mundur,0,0,True Positive
perintah jokowi setop bicara perpanjangan jabatan presiden,0,0,True Positive
gerindra pastikan dukung ariza patria pilgub dki,0,0,True Positive
pengamat respons jokowi paham radikal tunggu g,0,0,True Positive
bayu airlangga mundur partai akibat kisruh demokrat jatim,0,0,True Positive
isu dibahas gibran rocky gerung sentul,0,0,True Positive
paripurna dpr sahkan isma yatun haerul saleh anggota bpk,0,0,True Positive
sultan angkat nono anak,1,1,True Negative
koalisi sipil beber dugaan intimidasi kpu verifikasi partai,0,0,True Positive
relawan poros prabowo puan deklarasi bali,0,0,True Positive
stafsus respons gugatan ijazah palsu jokowi nge prank,0,0,True Positive
gubernur lukas surati kemendagri pencopotan sekda papua,0,0,True Positive
pemberian vaksin covid badan litbangkes,1,1,True Negative
fadli zon usul kapolda jatim diganti buntut tragedi kanjuruhan,0,0,True Positive
kpu buka opsi gandeng influencer tingkatkan partisipasi pemilu,0,0,True Positive
potensi gelombang ketiga dpr anak usia divaksin,0,0,True Positive
bantuan juta pemerintah pemilik e ktp,1,1,True Negative
aqil sijoj jokowi cucu kandung nabi musa coba beliau mengakuinya,1,1,True Negative
ulama banten dibacok simpatisan pki,1,1,True Negative
kutip ucapan bamsoet ketua dpp pdip buka suara junimart pp,0,0,True Positive
remaja tewas terjatuh nebeng mobil rs mitra medika pedan,1,1,True Negative
kemendagri tegaskan lukas enembe gubernur papua dicokok kpk,0,0,True Positive
virus corona ganas menakutkan anehnya mati rumah sakit,1,1,True Negative
foto pertemuan alien manusia,1,1,True Negative
pengamat makna sindiran anies giring,0,0,True Positive
surat edaran gubernur jelang hut ntb,1,0,False Positive
pemberitahuan pemadaman listrik wilayah pamulang ciputat,1,1,True Negative
elite pks merapat markas demokrat temui surya paloh,0,0,True Positive
google membuka kantor pakistan,1,1,True Negative
bentrokan ormas cikarang gibas vs pp,1,0,False Positive
jokowi gelarnya insinyur ir ditulis sarjajana teknik st,1,1,True Negative
dpr kirim surat terbuka jokowi nadiem kirim dim ruu,0,0,True Positive
bawaslu selidiki temuan penyelenggara pemilu terdaftar parpol,0,0,True Positive
anggota dpr diduga nonton video porno rapat mkd tunggu laporan,0,0,True Positive
tolak kenaikan bbm pks walk out rapat paripurna dpr,0,0,True Positive
maskapai batik air terbang menjemput wni afghanistan,1,1,True Negative
jusuf kalla penundaan pemilu melanggar konstitusi,0,0,True Positive
surat penunjukan penyedia barang jasa sppbj direktorat jenderal minyak gas bumi,1,1,True Negative
pdip gelar haul karno masjid at taufiq,0,0,True Positive
koalisi sipil desak pemerintah dpr bahas rkuhp terbuka,0,0,True Positive
rieke ingatkan pesan pilpres megawati ambil kader gue,0,0,True Positive
orang pasar karombasan reaktif rapid test,1,1,True Negative
politikus gerindra sentil wagub uu sepelekan bully anak,0,0,True Positive
jokowi spekulasi presiden periode,0,0,True Positive
imam kadrun rojack al garong,1,1,True Negative
megawati pamer mbak puan ketua dpr perempuan,0,0,True Positive
effendi simbolon tegaskan capres pdip puan maharani,0,0,True Positive
bawaslu anies sosialisasi capres masjid,0,0,True Positive
dpr penonaktifan ferdy sambo teka teki terungkap,0,0,True Positive
dpr densus pernyataan bombastis bukti fakta,0,0,True Positive
pan buru buru cari pengganti yandri susanto jabatan komisi viii,0,0,True Positive
pkb respons andi arief cak imin ditekan intrik politik,0,0,True Positive
sekjen pdip ritual mega umumkan capres,0,0,True Positive
vaksin korongna mrna vaksin terapi gen mrna instruksi menyebabkan mutasi,1,1,True Negative
formulir pendaftaran pertanahan rangka ptsi,1,1,True Negative
jokowi partai lolos pemilu persen urusan kpu,0,0,True Positive
demokrat momen semeja elite pks nasdem anies,0,0,True Positive
anies baswedan cak imin lirik sri mulyani cawapres,0,0,True Positive
kecewa kader nu jadikan menteri agama pbnu doakan jokowi kualat,1,0,False Positive
gubernur provinsi papua meninggal dunia,1,1,True Negative
misi utama dewan kolonel bantu puan maharani capres,0,0,True Positive
kfc menulis cuitan gambar ayam goreng tagar blackhistorymonth,1,1,True Negative
dprd sulsel anggap pengadaan baju rp miliar,0,0,True Positive
video penampakan makhluk asing kota caldwell idaho,1,1,True Negative
jelang pemilu kepala daerah pdip komitmen korupsi,0,0,True Positive
